Sw,Researcher,Vuln,VulnResTot,VulnSwTot,Tot
Mail.Ru,misterxlee,1,1,500,13370
Mail.Ru,mlikshah,1,4,500,13370
Mail.Ru,mohaab007,8,28,500,13370
Mail.Ru,mohank,1,2,500,13370
Mail.Ru,murthy68,1,1,500,13370
Mail.Ru,napalube,4,8,500,13370
Mail.Ru,ng1,2,107,500,13370
Mail.Ru,nightwatch-cybersecurity,2,17,500,13370
Mail.Ru,niks,1,18,500,13370
Mail.Ru,niwasaki,1,17,500,13370
Mail.Ru,niyaax,1,15,500,13370
Mail.Ru,nullch,1,1,500,13370
Mail.Ru,obmihail,5,5,500,13370
Mail.Ru,oja,4,16,500,13370
Mail.Ru,opnsec,2,17,500,13370
Mail.Ru,osakaaa,1,4,500,13370
Mail.Ru,paresh_parmar,2,33,500,13370
Mail.Ru,paul_axe,7,8,500,13370
Mail.Ru,paulch,1,2,500,13370
Mail.Ru,petand,1,1,500,13370
Mail.Ru,petyalevkin,1,1,500,13370
Mail.Ru,pikachu,7,9,500,13370
Mail.Ru,pr0n00gler,1,1,500,13370
Mail.Ru,psych0tr1a,7,15,500,13370
Mail.Ru,pyrk2142,17,33,500,13370
Mail.Ru,quistertow,1,23,500,13370
Mail.Ru,ra1d3n,1,1,500,13370
Mail.Ru,ragnar,18,60,500,13370
Mail.Ru,raidendev,2,6,500,13370
Mail.Ru,reactors08,37,107,500,13370
Mail.Ru,reegun,1,3,500,13370
Mail.Ru,rek,1,2,500,13370
Mail.Ru,riusksk,1,3,500,13370
Mail.Ru,ryaz23,1,2,500,13370
Mail.Ru,rz01,1,11,500,13370
Mail.Ru,s_p_q_r,2,28,500,13370
Mail.Ru,samidrif,1,8,500,13370
Mail.Ru,sappi,1,10,500,13370
Mail.Ru,saqibkamran,1,2,500,13370
Mail.Ru,sasi2103,1,25,500,13370
Mail.Ru,seifelsallamy,5,24,500,13370
Mail.Ru,sergeym,12,181,500,13370
Mail.Ru,shhnjk,1,3,500,13370
Mail.Ru,siddiki,2,40,500,13370
Mail.Ru,smit,1,7,500,13370
Mail.Ru,snk,1,1,500,13370
Mail.Ru,snoopysecurity,2,4,500,13370
Mail.Ru,steph,1,1,500,13370
Mail.Ru,stewie,2,13,500,13370
Mail.Ru,tagido,2,2,500,13370
Mail.Ru,testalways,1,37,500,13370
Mail.Ru,testeraj,1,1,500,13370
Mail.Ru,testoid,1,1,500,13370
Mail.Ru,thebest,1,2,500,13370
Mail.Ru,timt1m,2,2,500,13370
Mail.Ru,tishka17,1,1,500,13370
Mail.Ru,todayisnew,2,69,500,13370
Mail.Ru,tr0mbir,1,1,500,13370
Mail.Ru,tunnelshade,1,8,500,13370
Mail.Ru,twicedi,1,6,500,13370
Mail.Ru,uname,4,54,500,13370
Mail.Ru,vah13,7,8,500,13370
Mail.Ru,victorprofessor,1,1,500,13370
Mail.Ru,videns,1,2,500,13370
Mail.Ru,vooren,2,2,500,13370
Mail.Ru,vy_cma,1,1,500,13370
Mail.Ru,webpentest,3,22,500,13370
Mail.Ru,xawdxawdx,2,2,500,13370
Mail.Ru,xlimbolandx,6,18,500,13370
Mail.Ru,xrw,1,1,500,13370
Mail.Ru,xtross1,1,11,500,13370
Mail.Ru,xxux11,1,2,500,13370
Mail.Ru,yakovlev,3,10,500,13370
Mail.Ru,yarbabin,1,2,500,13370
Mail.Ru,zenhax,8,22,500,13370
Mail.Ru,zerunder,1,1,500,13370
Mail.Ru,zoczus,1,24,500,13370
Mapbox,24shubham02,1,1,102,13370
Mapbox,abdullah,1,14,102,13370
Mapbox,alulsh,1,1,102,13370
Mapbox,anasroubi,1,4,102,13370
Mapbox,apapedulimu,1,1,102,13370
Mapbox,apok,1,5,102,13370
Mapbox,ashesh,1,21,102,13370
Mapbox,atom,2,37,102,13370
Mapbox,banned,3,143,102,13370
Mapbox,barakat,1,4,102,13370
Mapbox,bugs3ra,1,20,102,13370
Mapbox,dawgyg,1,24,102,13370
Mapbox,dipen,1,1,102,13370
Mapbox,egypt_ghost,1,1,102,13370
Mapbox,emerald_dragon,1,1,102,13370
Mapbox,enderun07,1,12,102,13370
Mapbox,exception,2,8,102,13370
Mapbox,fransrosen,1,151,102,13370
Mapbox,guido,1,36,102,13370
Mapbox,hammad,1,29,102,13370
Mapbox,hassham,1,29,102,13370
Mapbox,hunter012,2,10,102,13370
Mapbox,hussain_0x3c,3,12,102,13370
Mapbox,huzaifa_jawaid,1,20,102,13370
Mapbox,indtiger,2,12,102,13370
Mapbox,insomniac,1,12,102,13370
Mapbox,karthic,1,55,102,13370
Mapbox,lccunha,1,28,102,13370
Mapbox,leet-boy,1,8,102,13370
Mapbox,link2,1,3,102,13370
Mapbox,lionheartrox,1,5,102,13370
Mapbox,mani22test,3,6,102,13370
Mapbox,mishre,1,12,102,13370
Mapbox,mohaab007,1,28,102,13370
Mapbox,ng1,1,107,102,13370
Mapbox,niemand,1,36,102,13370
Mapbox,no0b,1,10,102,13370
Mapbox,ohoho,1,1,102,13370
Mapbox,paramdham,1,41,102,13370
Mapbox,penrose,1,5,102,13370
Mapbox,ph3t,2,3,102,13370
Mapbox,piyushmalik,5,20,102,13370
Mapbox,popeax,1,1,102,13370
Mapbox,qasuar,2,10,102,13370
Mapbox,robin,1,28,102,13370
Mapbox,saad_ahmed,1,1,102,13370
Mapbox,sahilsaif,13,39,102,13370
Mapbox,sappi,1,10,102,13370
Mapbox,securient,1,5,102,13370
Mapbox,sergeym,2,181,102,13370
Mapbox,shahmeer-amir,11,118,102,13370
Mapbox,ss3,2,2,102,13370
Mapbox,stefanofindsbugs,2,29,102,13370
Mapbox,tomvg,1,11,102,13370
Mapbox,vulnerability-lab,1,1,102,13370
Mapbox,whitehatter,5,10,102,13370
Mapbox,zawad,1,2,102,13370
MapsMarker.com e.U.,arall,1,2,19,13370
MapsMarker.com e.U.,deepankerchawla,5,99,19,13370
MapsMarker.com e.U.,h-yde,1,1,19,13370
MapsMarker.com e.U.,kasser,3,11,19,13370
MapsMarker.com e.U.,kiranreddy,3,5,19,13370
MapsMarker.com e.U.,kshr,1,1,19,13370
MapsMarker.com e.U.,paramdham,4,41,19,13370
MapsMarker.com e.U.,r4s_team,1,4,19,13370
Marktplaats,bm_666,1,2,47,13370
Marktplaats,cryptorion,1,1,47,13370
Marktplaats,darwinel,1,1,47,13370
Marktplaats,eidelweiss,1,1,47,13370
Marktplaats,gerben_javado,11,20,47,13370
Marktplaats,jca,1,1,47,13370
Marktplaats,jeremyt,1,1,47,13370
Marktplaats,jvanalderweireldt,1,1,47,13370
Marktplaats,karel_origin,1,4,47,13370
Marktplaats,kieran,1,3,47,13370
Marktplaats,neobugbounty,1,1,47,13370
Marktplaats,portrius,1,1,47,13370
Marktplaats,qasuar,3,10,47,13370
Marktplaats,reinaris,1,1,47,13370
Marktplaats,rj01,1,5,47,13370
Marktplaats,rohit_rorot,1,2,47,13370
Marktplaats,s_p_q_r,3,28,47,13370
Marktplaats,sergeym,2,181,47,13370
Marktplaats,shailesh4594,5,37,47,13370
Marktplaats,shinkbr,1,2,47,13370
Marktplaats,spetr0x,1,6,47,13370
Marktplaats,supreme,2,2,47,13370
Marktplaats,testalways,1,37,47,13370
Marktplaats,tink2hack,1,3,47,13370
Marktplaats,tomdev,1,1,47,13370
Marktplaats,uautkarsh,1,1,47,13370
Marktplaats,url,1,1,47,13370
Mavenlink,anand_prakash,1,51,91,13370
Mavenlink,anonymous_india,1,1,91,13370
Mavenlink,banned,1,143,91,13370
Mavenlink,bugs3ra,1,20,91,13370
Mavenlink,cablej,1,22,91,13370
Mavenlink,chmosama,1,1,91,13370
Mavenlink,chols,1,1,91,13370
Mavenlink,coolboss,1,53,91,13370
Mavenlink,d1pakda5,2,12,91,13370
Mavenlink,darkreader,1,17,91,13370
Mavenlink,dawidczagan,2,124,91,13370
Mavenlink,deepankerchawla,3,99,91,13370
Mavenlink,dkd,6,31,91,13370
Mavenlink,donriga,1,1,91,13370
Mavenlink,enderun07,2,12,91,13370
Mavenlink,ethical_hacker,1,6,91,13370
Mavenlink,faisalahmed,1,38,91,13370
Mavenlink,fantam,2,4,91,13370
Mavenlink,fransrosen,6,151,91,13370
Mavenlink,hassham,1,29,91,13370
Mavenlink,haxor_kids,1,2,91,13370
Mavenlink,indrajith,1,3,91,13370
Mavenlink,introvertmac,1,20,91,13370
Mavenlink,ipentest,1,3,91,13370
Mavenlink,jaypatel34,1,1,91,13370
Mavenlink,jiloumohamed,1,2,91,13370
Mavenlink,jpsecurityresearch,1,7,91,13370
Mavenlink,karthic,1,55,91,13370
Mavenlink,kaushikb1996,1,1,91,13370
Mavenlink,kpr,1,7,91,13370
Mavenlink,lccunha,1,28,91,13370
Mavenlink,mahmoud92,1,1,91,13370
Mavenlink,mashack,2,6,91,13370
Mavenlink,mikkz,1,37,91,13370
Mavenlink,mohammed_fayez,1,15,91,13370
Mavenlink,mohammedalsaggaf,1,3,91,13370
Mavenlink,mrseven,1,1,91,13370
Mavenlink,niks,1,18,91,13370
Mavenlink,noob123,1,1,91,13370
Mavenlink,panchocosil,1,71,91,13370
Mavenlink,psaux,4,37,91,13370
Mavenlink,r00txx,1,1,91,13370
Mavenlink,rashedhasan007,1,1,91,13370
Mavenlink,robin,2,28,91,13370
Mavenlink,robincool03111,1,1,91,13370
Mavenlink,samux,1,9,91,13370
Mavenlink,sasi2103,3,25,91,13370
Mavenlink,sergeym,1,181,91,13370
Mavenlink,shahmeer-amir,2,118,91,13370
Mavenlink,shubham,2,41,91,13370
Mavenlink,siddiki,1,40,91,13370
Mavenlink,simorx,1,1,91,13370
Mavenlink,smiegles,2,56,91,13370
Mavenlink,sumlac,1,3,91,13370
Mavenlink,tanujjane,1,4,91,13370
Mavenlink,tdthechamp,1,2,91,13370
Mavenlink,test-123,1,5,91,13370
Mavenlink,test4bug,1,1,91,13370
Mavenlink,tgkarthik,1,1,91,13370
Mavenlink,thebest,1,2,91,13370
Mavenlink,unknown_cybary,1,2,91,13370
Mavenlink,vineet,1,2,91,13370
Mavenlink,whhackersbr,1,15,91,13370
Mavenlink,whitecat,1,26,91,13370
Mavenlink,yashpandya,1,11,91,13370
Maximum,8bc2c24b9db83edd453754e4,1,2,106,13370
Maximum,abc12345,1,2,106,13370
Maximum,ak1t4,1,8,106,13370
Maximum,ala_arfaoui,1,16,106,13370
Maximum,alku,4,20,106,13370
Maximum,alykode,1,1,106,13370
Maximum,asaxena2190,3,5,106,13370
Maximum,benmassaoud,1,4,106,13370
Maximum,bugdiscloseguys,2,23,106,13370
Maximum,bughuntergr,1,3,106,13370
Maximum,ccc,1,1,106,13370
Maximum,chinmohan,1,1,106,13370
Maximum,cuirmousthack,1,3,106,13370
Maximum,cydefenser,3,6,106,13370
Maximum,d1pakda5,1,12,106,13370
Maximum,dawidczagan,2,124,106,13370
Maximum,deepankerchawla,1,99,106,13370
Maximum,drosera,1,8,106,13370
Maximum,eveez,6,11,106,13370
Maximum,guido,1,36,106,13370
Maximum,hackerox1,1,10,106,13370
Maximum,harshafriend4all,3,34,106,13370
Maximum,ishahriyar,1,10,106,13370
Maximum,jorik,1,1,106,13370
Maximum,karthic,3,55,106,13370
Maximum,lccunha,1,28,106,13370
Maximum,lewerkun,3,24,106,13370
Maximum,linkks,41,67,106,13370
Maximum,lucio,1,36,106,13370
Maximum,michiel,1,10,106,13370
Maximum,nnwakelam,1,112,106,13370
Maximum,no0b,1,10,106,13370
Maximum,parth,1,19,106,13370
Maximum,protector47,1,24,106,13370
Maximum,raat,1,1,106,13370
Maximum,sahil-mk,1,1,106,13370
Maximum,sergeym,1,181,106,13370
Maximum,shahmeer-amir,1,118,106,13370
Maximum,smit,2,7,106,13370
Maximum,temmyscript,1,26,106,13370
Maximum,testalways,1,37,106,13370
Maximum,troubleshooter,1,37,106,13370
Maximum,veggiespam,1,1,106,13370
Maximum,xsserboiii,1,1,106,13370
Maximum,xxcyberspyxx,1,1,106,13370
Moneybird,0ang3el,1,2,68,13370
Moneybird,404t2st,1,1,68,13370
Moneybird,4lemon,2,42,68,13370
Moneybird,a5tronaut,2,10,68,13370
Moneybird,ak1,1,1,68,13370
Moneybird,aparecekarl,1,28,68,13370
Moneybird,attacker911,1,48,68,13370
Moneybird,aziose,2,2,68,13370
Moneybird,bogdantcaciuc,6,6,68,13370
Moneybird,brdoors2,4,23,68,13370
Moneybird,bugs3ra,3,20,68,13370
Moneybird,dotnick,1,2,68,13370
Moneybird,fixit,1,8,68,13370
Moneybird,galax,1,2,68,13370
Moneybird,gokuu,3,19,68,13370
Moneybird,gormogon,1,1,68,13370
Moneybird,hackheaven,1,1,68,13370
Moneybird,hackheaven123,1,1,68,13370
Moneybird,insomniac,2,12,68,13370
Moneybird,jackds,1,22,68,13370
Moneybird,japzdivino,1,10,68,13370
Moneybird,kamal01,1,2,68,13370
Moneybird,karthic,1,55,68,13370
Moneybird,kasser,1,11,68,13370
Moneybird,ketan_patil,1,6,68,13370
Moneybird,krankopwnz,1,5,68,13370
Moneybird,l33t123,1,1,68,13370
Moneybird,lmx,2,7,68,13370
Moneybird,malcolmx,1,10,68,13370
Moneybird,michiel,1,10,68,13370
Moneybird,niemand,2,36,68,13370
Moneybird,paramdham,2,41,68,13370
Moneybird,parth,1,19,68,13370
Moneybird,penrose,1,5,68,13370
Moneybird,raff,1,2,68,13370
Moneybird,s1ck-sec,1,6,68,13370
Moneybird,sanganinilay,1,1,68,13370
Moneybird,satishb3,1,69,68,13370
Moneybird,shawarkhan,2,3,68,13370
Moneybird,strukt,1,22,68,13370
Moneybird,syndr0me,1,13,68,13370
Moneybird,tigerteam,1,2,68,13370
Moneybird,trabajoduro,1,2,68,13370
Moneybird,truselay,1,2,68,13370
Moneybird,yaworsk,3,24,68,13370
Moneybird,youssefmahmoud,1,4,68,13370
Munzee,ashishpathaksec,1,6,7,13370
Munzee,fixit,2,8,7,13370
Munzee,ng1,1,107,7,13370
Munzee,nullelite,2,28,7,13370
Munzee,protector47,1,24,7,13370
Nearby Live,m0rph3u5,1,1,1,13370
Nextcloud,ahsankhan,1,2,18,13370
Nextcloud,ahsantahir,1,6,18,13370
Nextcloud,apok,1,5,18,13370
Nextcloud,bugdiscloseguys,1,23,18,13370
Nextcloud,config,1,1,18,13370
Nextcloud,dalat,1,4,18,13370
Nextcloud,detroitsmash,2,22,18,13370
Nextcloud,fransrosen,1,151,18,13370
Nextcloud,ishahriyar,1,10,18,13370
Nextcloud,juliushaertl,1,1,18,13370
Nextcloud,lmx,1,7,18,13370
Nextcloud,makosdel,1,1,18,13370
Nextcloud,naveenv,1,1,18,13370
Nextcloud,secator,2,16,18,13370
Nextcloud,sinkmanu,1,1,18,13370
Nextcloud,soreks,1,5,18,13370
Nginx (IBB),lmolas,2,2,2,13370
Nintendo,goodbyeworld,1,1,4,13370
Nintendo,loituma,2,2,4,13370
Nintendo,zacharias,1,1,4,13370
ok.ru,0ang3el,1,2,117,13370
ok.ru,4lemon,7,42,117,13370
ok.ru,abdullah,1,14,117,13370
ok.ru,abr1k0s,1,28,117,13370
ok.ru,adrianbelen,1,41,117,13370
ok.ru,akhil-reni,2,76,117,13370
ok.ru,alpha,2,34,117,13370
ok.ru,ashishdhaduk,1,2,117,13370
ok.ru,asish,1,1,117,13370
ok.ru,atik-rahman,1,1,117,13370
ok.ru,avram,1,16,117,13370
ok.ru,bigbear_,9,20,117,13370
ok.ru,brut,1,1,117,13370
ok.ru,cyberboy,1,4,117,13370
ok.ru,denispugachev,1,4,117,13370
ok.ru,dettier,1,1,117,13370
ok.ru,e3xpl0it,1,6,117,13370
ok.ru,ebrietas,1,29,117,13370
ok.ru,enderun07,1,12,117,13370
ok.ru,gelll0,1,1,117,13370
ok.ru,hamooda_anonphantom,1,1,117,13370
ok.ru,hardc0re,1,1,117,13370
ok.ru,hudmi,1,18,117,13370
ok.ru,indtiger,1,12,117,13370
ok.ru,infosechelper,1,11,117,13370
ok.ru,irek,3,23,117,13370
ok.ru,jackds,1,22,117,13370
ok.ru,kasper1898,1,2,117,13370
ok.ru,killr0x33d,4,25,117,13370
ok.ru,linkks,3,67,117,13370
ok.ru,lokeshkumarv,1,2,117,13370
ok.ru,lucio,2,36,117,13370
ok.ru,maminhacker,1,1,117,13370
ok.ru,masatokinugawa,1,28,117,13370
ok.ru,mthirup,1,4,117,13370
ok.ru,niks,1,18,117,13370
ok.ru,paramdham,1,41,117,13370
ok.ru,paresh_parmar,1,33,117,13370
ok.ru,ragnar,23,60,117,13370
ok.ru,ramzan,13,15,117,13370
ok.ru,ru_raz0r,3,6,117,13370
ok.ru,satishb3,1,69,117,13370
ok.ru,sergeym,4,181,117,13370
ok.ru,sudoshekhar,1,1,117,13370
ok.ru,testalways,1,37,117,13370
ok.ru,timofeev,1,1,117,13370
ok.ru,troubleshooter,1,37,117,13370
ok.ru,vijay_kumar1110,1,45,117,13370
ok.ru,vladbelyy,1,2,117,13370
ok.ru,yakovlev,2,10,117,13370
ok.ru,zeeshi7897,1,6,117,13370
ok.ru,zoczus,2,24,117,13370
Open-Xchange,abdullah,4,14,134,13370
Open-Xchange,abiral,2,3,134,13370
Open-Xchange,ahmed_abdalla,3,16,134,13370
Open-Xchange,akashc99,1,6,134,13370
Open-Xchange,bagipro,1,6,134,13370
Open-Xchange,barakat,1,4,134,13370
Open-Xchange,blackpanther_pratik,1,4,134,13370
Open-Xchange,bugdisclose,1,5,134,13370
Open-Xchange,bugdiscloseguys,1,23,134,13370
Open-Xchange,bughunter17,1,1,134,13370
Open-Xchange,cipherbreak,1,1,134,13370
Open-Xchange,daniyal_nasir,1,9,134,13370
Open-Xchange,dawidczagan,23,124,134,13370
Open-Xchange,deepankerchawla,1,99,134,13370
Open-Xchange,dejavuln,5,7,134,13370
Open-Xchange,dzmitry,1,31,134,13370
Open-Xchange,ethials3c,2,2,134,13370
Open-Xchange,footstep,1,4,134,13370
Open-Xchange,gquere,1,1,134,13370
Open-Xchange,haquaman,3,24,134,13370
Open-Xchange,hunter,1,48,134,13370
Open-Xchange,infosechelper,1,11,134,13370
Open-Xchange,inhibitor181,11,20,134,13370
Open-Xchange,kiraak-boy,1,26,134,13370
Open-Xchange,kltdwd,2,3,134,13370
Open-Xchange,linkks,1,67,134,13370
Open-Xchange,lukasreschke,1,3,134,13370
Open-Xchange,mateuszg,2,13,134,13370
Open-Xchange,nahamsec,1,65,134,13370
Open-Xchange,paresh_parmar,3,33,134,13370
Open-Xchange,pyrk2142,1,33,134,13370
Open-Xchange,r00trus,2,2,134,13370
Open-Xchange,saeedhashem,2,23,134,13370
Open-Xchange,sasi2103,2,25,134,13370
Open-Xchange,satishb3,9,69,134,13370
Open-Xchange,secator,9,16,134,13370
Open-Xchange,soreks,1,5,134,13370
Open-Xchange,sumitsahoo,1,3,134,13370
Open-Xchange,superngorks,1,5,134,13370
Open-Xchange,thesc0rpi0n,1,4,134,13370
Open-Xchange,turmio,2,2,134,13370
Open-Xchange,vijay_kumar1110,3,45,134,13370
Open-Xchange,zee_shan,7,10,134,13370
Open-Xchange,zoczus,14,24,134,13370
Openfolio,adrianbelen,2,41,41,13370
Openfolio,deepankerchawla,1,99,41,13370
Openfolio,fransrosen,2,151,41,13370
Openfolio,geekboy,3,39,41,13370
Openfolio,gopinath6,1,35,41,13370
Openfolio,hammadshamsi,2,15,41,13370
Openfolio,harshafriend4all,1,34,41,13370
Openfolio,huzaifa_jawaid,3,20,41,13370
Openfolio,iampr3m,2,11,41,13370
Openfolio,insomniac,2,12,41,13370
Openfolio,introvertmac,1,20,41,13370
Openfolio,jigarthakkar39,1,12,41,13370
Openfolio,karthic,2,55,41,13370
Openfolio,lovepakistan,1,4,41,13370
Openfolio,mohammed_fayez,1,15,41,13370
Openfolio,protector47,1,24,41,13370
Openfolio,redkan,1,25,41,13370
Openfolio,robin,1,28,41,13370
Openfolio,sergeym,1,181,41,13370
Openfolio,shahmeer-amir,1,118,41,13370
Openfolio,superngorks,1,5,41,13370
Openfolio,testhistest,1,4,41,13370
Openfolio,uname,7,54,41,13370
Openfolio,yassineaboukir,2,45,41,13370
OpenSSL (IBB),asanso,1,6,27,13370
OpenSSL (IBB),ctz,1,1,27,13370
OpenSSL (IBB),dadrian,2,2,27,13370
OpenSSL (IBB),geeknik,3,21,27,13370
OpenSSL (IBB),guido,7,36,27,13370
OpenSSL (IBB),hanno,1,3,27,13370
OpenSSL (IBB),jurajsomorovsky,1,1,27,13370
OpenSSL (IBB),nimia,2,2,27,13370
OpenSSL (IBB),someone,1,6,27,13370
OpenSSL (IBB),theyarestone,8,8,27,13370
ownCloud,anandakshya,1,1,15,13370
ownCloud,bugdisclose,1,5,15,13370
ownCloud,bugdiscloseguys,1,23,15,13370
ownCloud,erlijnvangenuchten,1,1,15,13370
ownCloud,fbogner,1,2,15,13370
ownCloud,hanno,1,3,15,13370
ownCloud,ishahriyar,3,10,15,13370
ownCloud,lionheartrox,1,5,15,13370
ownCloud,nightwatch-cybersecurity,1,17,15,13370
ownCloud,penrose,2,5,15,13370
ownCloud,rhinosecuritylabs,1,1,15,13370
ownCloud,shubham,1,41,15,13370
Paragon Initiative Enterprises,abdullah,1,14,8,13370
Paragon Initiative Enterprises,e3amn2l,2,14,8,13370
Paragon Initiative Enterprises,hat_mast3r,1,3,8,13370
Paragon Initiative Enterprises,kelunik,1,1,8,13370
Paragon Initiative Enterprises,lukasreschke,1,3,8,13370
Paragon Initiative Enterprises,pahan1234,1,1,8,13370
Paragon Initiative Enterprises,pouya,1,23,8,13370
Perl (IBB),geeknik,2,21,3,13370
Perl (IBB),johnleitch,1,20,3,13370
Phabricator,agarri_fr,1,21,31,13370
Phabricator,anand_prakash,2,51,31,13370
Phabricator,calvium,1,1,31,13370
Phabricator,candux,1,1,31,13370
Phabricator,danny_b,1,1,31,13370
Phabricator,dawidczagan,3,124,31,13370
Phabricator,e3amn2l,1,14,31,13370
Phabricator,edio,2,6,31,13370
Phabricator,fnqgpc,1,1,31,13370
Phabricator,goldshlager,2,4,31,13370
Phabricator,jbeta,1,1,31,13370
Phabricator,lucasveigaf,1,2,31,13370
Phabricator,luke081515,1,1,31,13370
Phabricator,mathias,1,18,31,13370
Phabricator,mlitchfield,1,220,31,13370
Phabricator,nullsub,2,2,31,13370
Phabricator,superkritisch,1,1,31,13370
Phabricator,tomvg,3,11,31,13370
Phabricator,tunnelshade,3,8,31,13370
Phabricator,vorpal,1,1,31,13370
Phabricator,xtross1,1,11,31,13370
PHP (IBB),51201,2,4,216,13370
PHP (IBB),1sttiger,2,2,216,13370
PHP (IBB),aerodudrizzt,2,6,216,13370
PHP (IBB),ahihi,4,5,216,13370
PHP (IBB),andreapalazzo,4,6,216,13370
PHP (IBB),blue9057,2,2,216,13370
PHP (IBB),dimitri,1,2,216,13370
PHP (IBB),emyei,2,2,216,13370
PHP (IBB),endeavor,1,1,216,13370
PHP (IBB),evonide,2,2,216,13370
PHP (IBB),fms,29,31,216,13370
PHP (IBB),fosec,6,6,216,13370
PHP (IBB),fwh,1,1,216,13370
PHP (IBB),geeknik,2,21,216,13370
PHP (IBB),gogil,2,2,216,13370
PHP (IBB),hanno,1,3,216,13370
PHP (IBB),haquaman,7,24,216,13370
PHP (IBB),hji,4,4,216,13370
PHP (IBB),hoangnguyen,10,10,216,13370
PHP (IBB),imrerad,1,1,216,13370
PHP (IBB),jakkdu,1,2,216,13370
PHP (IBB),jbremer,1,1,216,13370
PHP (IBB),johnleitch,3,20,216,13370
PHP (IBB),jot,20,20,216,13370
PHP (IBB),knight9,3,3,216,13370
PHP (IBB),kubabrecka,1,3,216,13370
PHP (IBB),l4w,6,8,216,13370
PHP (IBB),libnex,10,14,216,13370
PHP (IBB),minhrau,22,24,216,13370
PHP (IBB),mongo,4,20,216,13370
PHP (IBB),pjumde,1,1,216,13370
PHP (IBB),rc0r,4,4,216,13370
PHP (IBB),rewzilla,2,2,216,13370
PHP (IBB),ruben,2,2,216,13370
PHP (IBB),ryat,39,39,216,13370
PHP (IBB),seanhn,3,3,216,13370
PHP (IBB),sesser,3,4,216,13370
PHP (IBB),sparaschoudis,3,4,216,13370
PHP (IBB),stewie,1,13,216,13370
PHP (IBB),tinduong,1,2,216,13370
PHP (IBB),vah13,1,8,216,13370
Pornhub,0xd0m7,1,2,202,13370
Pornhub,0xd15c0d,1,1,202,13370
Pornhub,5haked,1,1,202,13370
Pornhub,agarri_fr,1,21,202,13370
Pornhub,aghora,1,1,202,13370
Pornhub,alberto__segura,1,3,202,13370
Pornhub,almaco,5,7,202,13370
Pornhub,arneswinnen,1,21,202,13370
Pornhub,avram,1,16,202,13370
Pornhub,awake,1,1,202,13370
Pornhub,babayaga_,1,4,202,13370
Pornhub,balagan,1,2,202,13370
Pornhub,banned,1,143,202,13370
Pornhub,benhayak,1,9,202,13370
Pornhub,berserk,1,1,202,13370
Pornhub,carbonphyber,3,3,202,13370
Pornhub,catatonic,1,1,202,13370
Pornhub,clubjk,2,2,202,13370
Pornhub,cyber-guard,17,20,202,13370
Pornhub,cyber101,4,5,202,13370
Pornhub,daksh,1,15,202,13370
Pornhub,darkieduck,1,5,202,13370
Pornhub,denis,1,1,202,13370
Pornhub,dhanunjaya,1,1,202,13370
Pornhub,domezone,1,2,202,13370
Pornhub,dragondreamer,1,1,202,13370
Pornhub,dremos,3,5,202,13370
Pornhub,dudez,1,2,202,13370
Pornhub,e3xpl0it,1,6,202,13370
Pornhub,earthquake,2,2,202,13370
Pornhub,eastmostpeninsula,1,4,202,13370
Pornhub,ebrietas,1,29,202,13370
Pornhub,edio,1,6,202,13370
Pornhub,eknas,1,1,202,13370
Pornhub,fin1te,6,137,202,13370
Pornhub,frankie_xote,1,3,202,13370
Pornhub,geeknik,1,21,202,13370
Pornhub,hack2hack,1,2,202,13370
Pornhub,herlove,1,6,202,13370
Pornhub,hgjjj,2,4,202,13370
Pornhub,hng,1,1,202,13370
Pornhub,hunter,4,48,202,13370
Pornhub,iamthefrogy,1,1,202,13370
Pornhub,infosechelper,3,11,202,13370
Pornhub,insertscript,1,1,202,13370
Pornhub,iwm911,1,6,202,13370
Pornhub,jahrek,1,7,202,13370
Pornhub,jaydipm,1,1,202,13370
Pornhub,jbloggs,1,1,202,13370
Pornhub,jeet22,1,4,202,13370
Pornhub,jigarthakkar39,3,12,202,13370
Pornhub,jon_bottarini,2,14,202,13370
Pornhub,joshbrodienz,1,2,202,13370
Pornhub,jouko,1,21,202,13370
Pornhub,jstnkndy,1,9,202,13370
Pornhub,ka0s_m0nk3y,1,1,202,13370
Pornhub,koty,1,2,202,13370
Pornhub,lboy,1,1,202,13370
Pornhub,mak,6,40,202,13370
Pornhub,meals,1,219,202,13370
Pornhub,mikkz,6,37,202,13370
Pornhub,momenbassel,1,2,202,13370
Pornhub,mtlabsma,1,1,202,13370
Pornhub,musab,1,1,202,13370
Pornhub,newx,1,1,202,13370
Pornhub,niemand,2,36,202,13370
Pornhub,oja,1,16,202,13370
Pornhub,onemore,1,53,202,13370
Pornhub,opnsec,1,17,202,13370
Pornhub,pathetiq,2,3,202,13370
Pornhub,pikachu,1,9,202,13370
Pornhub,pouya,1,23,202,13370
Pornhub,pprincerawat,3,7,202,13370
Pornhub,punkit,1,3,202,13370
Pornhub,pytesus,1,3,202,13370
Pornhub,reactivity,1,1,202,13370
Pornhub,remot3,1,1,202,13370
Pornhub,rj01,2,5,202,13370
Pornhub,rolfi,1,1,202,13370
Pornhub,rubyroobs,2,18,202,13370
Pornhub,s_p_q_r,2,28,202,13370
Pornhub,s3curity,1,10,202,13370
Pornhub,secator,1,16,202,13370
Pornhub,sergeym,2,181,202,13370
Pornhub,seuros,1,1,202,13370
Pornhub,shepard,1,2,202,13370
Pornhub,skavans,1,7,202,13370
